DO;ANO;MES;DIA;PARTE;LINHA;ACAO;TEXTO
DO;2023;01;10;ParteI;294;NOMEAR;NOMEAR LOUIS BODEN NETO para exercer o cargo em comissao de Superintendente, simbolo VP-2, da Superintendencia Regional Piabanha, da Superintendencia Geral das Regionais, da Presidencia, do Instituto Estadual do Ambiente - INEA, da Secretaria de Estado do Ambiente e Sustentabilidade, anteriormente ocupado por Douglas Cardoso Lima, ID Funcional no 4249297-1. Processo no SEI070002/000307/2023.
DO;2023;01;10;ParteI;295;NOMEAR;NOMEAR GILVAN GORGONHO DE MEDEIROS, ID FUNCIONAL No 3197418-0, para exercer o cargo em comissao de Superintendente, simbolo VP-2, da Superintendencia Regional Baia da Guanabara, da Superintendencia Geral das Regionais, da Presidencia, do Instituto Estadual do Ambiente - INEA, da Secretaria de Estado do Ambiente e Sustentabilidade, anteriormente ocupado por Leticia Iack Martins, ID Funcional no 5114510-3. Processo no SEI-070002/000349/2023.
DO;2023;01;10;ParteI;305;NOMEAR;NOMEAR JORGE RONALDO PAES LEME, ID FUNCIONAL No 4139323-6, para exercer o cargo em comissao de Superintendente, simbolo VP-2, da Superintendencia Regional Macae e das Ostras, da Superintendencia Geral das Regionais, da Presidencia, do Instituto Estadual do Ambiente - INEA, da Secretaria de Estado do Ambiente e Sustentabilidade, anteriormente ocupado por Gilvan Gorgonho de Medeiros, ID FUNCIONAL No 3197418-0. Processo no SEI070002/000349/2023.
DO;2023;01;11;ParteI;50;NOMEAR;NOMEAR JOSE RENATO SOUSA NEVES DE ANDRADE, ID FUNCIONAL N 50100841-6, para exercer, com validade a contar de 05 de janeiro de 2023, o cargo em comissao de Diretor, simbolo VP-1, da Diretoria de Orcamento e Financas, da Fundacao Departamento de Estradas de Rodagem do Estado do Rio de Janeiro - DER-RJ, da Secretaria de Estado de Infraestrutura e Cidades , anteriormente ocupado por Carla Pedrosa Mechoullam, ID Funcional no 20401442. Processo no SEI-330022/000041/2023.
DO;2023;01;13;ParteI;161;NOMEAR;NOMEAR JOSE DIAS DA SILVA, ID FUNCIONAL No 5114617-7, para exercer o cargo em comissao de Diretor de Diretoria, simbolo VP-1, da Diretoria de Administracao e Financas, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Marcelo Passos Pereira, ID Funcional n5117115-5. Processo no SEI040161/000645/2023.
DO;2023;01;13;ParteI;162;NOMEAR;NOMEAR TATIANA SEIXAS GUIMARAES GOMES para exercer o cargo em comissao de Chefe de Gabinete, simbolo VP-3, da Chefia de Gabinete, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Marcelo Passos Pereira, ID Funcional n5117115-5. Processo no SEI-040161/000643/2023.
DO;2023;01;13;ParteI;163;NOMEAR;NOMEAR LINCOLN RODRIGUES CASTELLO BRANCO para exercer, com validade a contar de 13 de janeiro de 2023, o cargo em comissao de Diretor de Diretoria, simbolo VP-1, da Diretoria de Investimentos, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Aloisio Villeth Lemos, ID Funcional 5097608-7. Processo no SEI-040161/000644/2023.
DO;2023;01;17;ParteI;79;NOMEAR;NOMEAR GEORG ZELENKA JUNIOR, ID FUNCIONAL No 42747139, para exercer o cargo em comissao de Diretor, simbolo VP-1, da Diretoria Tecnico-Operacional, do Departamento de Transportes Rodoviarios do Estado do Rio de Janeiro - DETRO/RJ, da Secretaria de Estado de Transporte e Mobilidade Urbana, anteriormente ocupado por Bruno Duarte Pinho, ID Funcional no 565.141-7. Processo no SEI100005/000091/2023.
DO;2023;01;17;ParteI;80;NOMEAR;NOMEAR GISELLE RESENDE DE OLIVEIRA para exercer, o cargo em comissao de Diretor, simbolo VP-1, da Diretoria Administrativa e Economico-Financeira, do Departamento de Transportes Rodoviarios do Estado do Rio de Janeiro - DETRO/RJ, da Secretaria de Estado de Transporte e Mobilidade Urbana, anteriormente ocupado por Fabio Henrique Estevao da Silva, ID Funcional n 5102061-0. Processo no SEI-100005/000091/2023.
DO;2023;01;18;ParteI;98;NOMEAR;NOMEAR SERGIO DE ABREU COSTENPLATE, ID FUNCIONAL No 3252285-1, para exercer, com validade a contar de 10 de janeiro de 2023, o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia, da Fundacao de Apoio a Escola Tecnica do Estado do Rio de Janeiro - FAETEC, da Secretaria de Estado de Ciencia, Tecnologia e Inovacao, anteriormente ocupado por Carlos Rogerio Potz de Oliveira, ID Funcional no 5129375-7. Processo no SEI260005/000192/2023.
DO;2023;01;23;ParteI;108;NOMEAR;NOMEAR MARCUS VINICIUS MEDINA COSTA, ID FUNCIONAL No 4346049-6, para exercer, com validade a contar de 17 de janeiro de 2023, o cargo em comissao de Diretor Geral, simbolo VP-1, da Diretoria de Apoio Operacional, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Randal Farah de Oliveira Leao, ID Funcional no 43981720. Processo no SEI-150159/000414/2023.
DO;2023;01;24;ParteI;32;NOMEAR;NOMEAR BRUNO CABRAL PEREIRA para exercer o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Marcos Felipe Marques da Cunha Carvalho, ID Funcional no 43624260. Processo no SEI-150023/000051/2023.
DO;2023;01;24;ParteI;62;NOMEAR;NOMEAR RENATO FERNANDES DE PAULO para exercer, com validade a contar de 05 de janeiro de 2023, o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia Executiva de Esportes, da Superintendencia de Desportos do Estado do Rio de Janeiro - SUDERJ, da Secretaria de Estado de Esporte e Lazer, anteriormente ocupado por Bruno de Castro Souza, ID Funcional no 5125954-0. Processo no SEI-300002/000036/2023.
DO;2023;02;08;ParteI;1594;NOMEAR;NOMEAR CLARICE PINTO BARBOSA, ID FUNCIONAL No 44230990, para exercer o cargo em comissao de Diretor Geral, simbolo VP-1, da Diretoria de Registro de Veiculos, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Paulo Favares Chalhub, ID Funcional n5127417-5. Processo no SEI-150159/000668/2023.
DO;2023;02;08;ParteI;1597;NOMEAR;NOMEAR ROBERTO TAVARES DUARTE, ID FUNCIONAL No 2061852-2, para exercer o cargo em comissao de Diretor Geral, simbolo VP-1, da Diretoria de Habilitacao, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Ricardo Pereira Dinis, ID Funcional no 5031073-9. Processo no SEI-150159/000667/2023.
DO;2023;02;10;ParteI;254;NOMEAR;NOMEAR CHRISTINE COUTINHO AGUIAR DE ANDRADE, ID FUNCIONAL N5118980-1, para exercer o cargo em comissao de Coordenador Geral, simbolo VP-3, da Coordenadoria Geral de Educacao para o Transito, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Fellipe da Silva Santos, ID Funcional n5127017-0. Processo no SEI-150159/000669/2023.
DO;2023;02;10;ParteI;257;NOMEAR;NOMEAR ALEXANDRE AUGUSTO GONCALVES, ID FUNCIONAL No 5101991-4, para exercer, com validade a contar de 07 de fevereiro de 2023, o cargo em comissao de Diretor de Diretoria, simbolo VP-3, da Diretoria de Producao e Comercializacao, da Fundacao Santa Cabrini - FSC, da Secretaria de Estado de Administracao Penitenciaria, anteriormente ocupado por Claudia Edna de Araujo Ribeiro Netto, ID funcional no5118543-1. Processo no SEI-210123/000310/2023.
DO;2023;02;10;ParteI;265;NOMEAR;NOMEAR FRANCISCO RODRIGUES DA SILVA, ID FUNCIONAL No 5118158-4, para exercer, com validade a contar de 19 de janeiro de 2023, o cargo em comissao de Assessor Especial, simbolo VP-2, da Diretoria de Obras e Conservacao - Regional II, da Fundacao Departamento de Estradas de Rodagem do Estado do Rio de Janeiro - DER-RJ, da Secretaria de Estado de Infraestrutura e Cidades, anteriormente ocupado por Diogo de Oliveira da Silva, ID Funcional n 4271114-2. Processo no SEI-460003/000498/2023.
DO;2023;02;15;ParteI;115;NOMEAR;NOMEAR ALEXANDRE RODRIGUES DIAS, ID FUNCIONAL No 571361-7, para exercer o cargo em comissao de Coordenador Geral, simbolo VP-3, da Coordenadoria Geral de Registro Nacional de Veiculos Automotores - RENAVAM, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Alan Ducasble, ID Funcional no 5110871-2. Processo no SEI-150159/000729/2023.
DO;2023;02;15;ParteI;140;NOMEAR;NOMEAR FAGNER LUIZ DE ABREU TAYANO DIAS, ID FUNCIONAL No 4379529-3, para exercer o cargo em comissao de Superintendente, simbolo VP-2, da Superintendencia Regional Medio Paraiba do Sul, da Superintendencia Geral das Regionais, da Presidencia, do Instituto Estadual do Ambiente - INEA, da Secretaria de Estado do Ambiente e Sustentabilidade, anteriormente ocupado por Washington Tadeu Granato Costa, ID FUNCIONAL No 5126196-0. Processo no SEI070002/002004/2023.
DO;2023;02;16;ParteI;34;NOMEAR;NOMEAR GABRIEL BALTAZAR MULLER, ID Funcional no 50143786, para exercer, com validade a contar de 08 de fevereiro de 2023, o cargo em comissao de Diretor de Diretoria, simbolo VP-1, da Diretoria Juridica, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Fabiana Morais Braga Machado, ID Funcional no 41954998. Processo no SEI-040161/002019/2023.
DO;2023;02;16;ParteI;36;NOMEAR;NOMEAR GRAZIELA DE BARROS DE FIGUEIREDO para exercer, com validade a contar de 13 de fevereiro de 2023, o cargo em comissao de Diretor de Diretoria, simbolo VP-3, da Diretoria de Administracao e Financas, da Fundacao Santa Cabrini - FSC, da Secretaria de Estado de Administracao Penitenciaria, anteriormente ocupado por Carlos Alberto Quinhones Pires , ID Funcional no 2100938-4, matricula no 0020009-7. Processo no SEI-210123/000341/2023.
DO;2023;02;23;ParteI;49;NOMEAR;NOMEAR NACIBE HUARDE RIBEIRO CADE, ID FUNCIONAL No 51372657, para exercer, com validade a contar de 16 de fevereiro de 2023, o cargo em comissao de Diretor de Diretoria, simbolo VP-1, da Diretoria Administrativa, da Loteria do Estado do Rio de Janeiro - LO-
DO;2023;02;23;ParteI;51;NOMEAR;NOMEAR MARCIO DIAS CARNEIRO, ID FUNCIONAL N 5134707-5, para exercer, com validade a contar de 16 de fevereiro de 2023, o cargo em comissao de Assessor Especial, simbolo VP-2, da Loteria do Estado do Rio de Janeiro - LOTERJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Nacibe Huarde Ribeiro Cade, ID Funcional no 51372657. Processo no SEI-150162/000120/2023.
DO;2023;02;23;ParteI;53;NOMEAR;NOMEAR EDUARDO DA SILVEIRA, ID FUNCIONAL No 4392681-9, para exercer, com validade a contar de 16 de fevereiro de 2023, o cargo em comissao de Coordenador Geral, simbolo VP-3, da Coordenadoria Geral de Integracao de Servicos, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Bruno Raposo de Oli-
DO;2023;02;23;ParteI;56;NOMEAR;NOMEAR ARMANDO CORREA FONSECA JUNIOR, ID FUNCIONAL No 5103489-1 para exercer o cargo em comissao de Diretor Geral, simbolo VP-1, da Diretoria de Tecnologia da Informacao e Comunicacao, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Guilherme Telles Ribeiro, ID Funcional no 4318456-1. Processo no SEI-150159/000978/2023.
DO;2023;02;27;ParteI;57;NOMEAR;NOMEAR ERICK JOSE GUIMARAES DE ANDRADE JUNIOR, ID. FUNCIONAL No 5116607-0, para exercer, com validade a contar de 01 de marco de 2023, o cargo em comissao de Chefe de Gabinete, simbolo VP-2, da Autarquia de Protecao e Defesa do Consumidor do Estado do Rio de Janeiro - PROCON-RJ, da Secretaria de Estado de Desenvolvimento Economico, Industria, Comercio e Servicos, anteriormente ocupado por Henrique Rocha Pereira das Neves, ID Funcional no 5024280-6. Processo no SEI-240002/000430/2023.
DO;2023;02;28;ParteI;104;NOMEAR;NOMEAR ERICSSON GLAUCIO RIBEIRO DE LIMA para exercer o cargo em comissao de Assessor-Chefe, simbolo VP-3, da Assessoria de Gestao e Modernizacao Institucional, do Departamento de Transito
DO;2023;02;28;ParteI;106;NOMEAR;NOMEAR NATHALIA EMYGDIA DE ANDRADE, ID FUNCIONAL No 5109628-5, para exercer o cargo em comissao de Diretor de Diretoria, simbolo VP-2, do Centro de Estatisticas, Estudos e Pesquisas, Planejamento e Programas, da Fundacao Centro Estadual de Estatistica, Pesquisas e Formacao de Servidores Publicos do Estado do Rio de Janeiro - CEPERJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Thiago Gama Martins Larangeira, ID Funcional no 4274321-4. Processo no SEI-150161/000140/2023.
DO;2023;03;01;ParteI;42;NOMEAR;NOMEAR CHRISTINE COUTINHO AGUIAR DE ANDRADE, ID FUNCIONAL N5118980-1, para exercer o cargo em comissao de Coordenador Geral, simbolo VP-3, da Coordenadoria Geral de Educacao para o Transito, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Fellipe da Silva Santos, ID Funcional n5127017-0. Processo no SEI-150159/001121/2023.
DO;2023;03;01;ParteI;49;NOMEAR;NOMEAR RENATO BALDIN DE MIRANDA ANDRADE, ID FUNCIONAL N51352940, para exercer, com validade a contar de 01 de fevereiro de 2023, o cargo em comissao de Assessor Especial, simbolo VP-2, da Autarquia de Protecao e Defesa do Consumidor do Estado do Rio de Janeiro - PROCON-RJ, da Secretaria de Estado de Desenvolvimento Economico, Industria, Comercio e Servicos, anteriormente ocupado por Isaac Treiger, ID. Funcional no 5133587-5. Processo no SEI-240002/000456/2023.
DO;2023;03;02;ParteI;280;NOMEAR;NOMEAR CARLOS JANAN CORREA RIMOLA, ID FUNCIONAL No 51185768, para exercer, com validade a contar de 01 de marco de 2023, o cargo em comissao de Assessor, simbolo VP-3, da Fundacao Anita Mantuano de Artes do Estado do Rio de Janeiro - FUNARJ, da Secretaria de Estado de Cultura e Economia Criativa, anteriormente ocupado por Marcia Moreira de Castro, ID Funcional no 571582-2. Processo no SEI-180002/000268/2023.
DO;2023;03;03;ParteI;71;NOMEAR;NOMEAR INO FRANCISCO DA GAMA MENEZES, para exercer, com validade a contar de 10 de fevereiro de 2023, o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia de Marketing, da Superintendencia de Desportos do Estado do Rio de Janeiro - SUDERJ, da Secretaria de Estado de Esporte e Lazer, anteriormente ocupado por Walcy de Freitas, ID Funcional no 5128488-0. Processo no SEI-300002/000129/2023.
DO;2023;03;06;ParteI;119;NOMEAR;NOMEAR TULIO MARCIO AGUIAR OLIVEIRA, para exercer, com validade a contar de 01 de marco de 2023, o cargo em comissao de Diretor de Diretoria, simbolo VP-3, da Diretoria de Geologia, do Departamento de Recursos Minerais - DRM-RJ, da Secretaria de Estado de Desenvolvimento Economico, Industria, Comercio e Servicos, anteriormente ocupado por Joana de Oliveira Ramalho, ID Funcional no 4424918-7. Processo no SEI-220014/000060/2023.
DO;2023;03;07;ParteI;199;NOMEAR;NOMEAR GUILHERME SARAIVA DE SA, ID FUNCIONAL No 5015046-4, para exercer o cargo em comissao de Diretor de Diretoria, simbolo VP-1, da Diretoria de Seguridade, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Marcelo Fresteiro Dias Ferreira, ID Funcional no 4384567-3. Processo no SEI040161/000708/2023.
DO;2023;03;07;ParteI;201;NOMEAR;NOMEAR LUIZ FERNANDO DE ALMEIDA BELLO para exercer, o cargo em comissao de Diretor de Diretoria, simbolo VP-1, da Diretoria de Investimentos, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Lincoln Rodrigues Castello Branco, ID Funcional no 5098535-3. Processo no SEI-040161/002887/2023.
DO;2023;03;07;ParteI;202;NOMEAR;NOMEAR JULIANA D'ESCOFFIER DI STASIO, ID FUNCIONAL No 507771-6, para exercer, com validade a contar de 24 de fevereiro de 2023, o cargo em comissao de Gerente, simbolo VP-3, da Gerencia de Tecnologia da Informacao e Comunicacoes, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Bruno Alexandre Barreiros Rosa, ID Funcional no 5013986-0. Processo no SEI-040161/017826/2022.
DO;2023;03;07;ParteI;203;NOMEAR;NOMEAR FABIO LUIZ DE SANT'ANNA para exercer, com validade a contar de 02 de marco de 2023, o cargo em comissao de Chefe de Gabinete, simbolo VP-3, da Presidencia, do Departamento de Transportes Rodoviarios do Estado do Rio de Janeiro - DETRO/RJ, da Secretaria de Estado de Transporte e Mobilidade Urbana, anteriormente ocupado por Claudio Martire Lopes, ID Funcional no 2923962-1. Processo no SEI-100005/001844/2023.
DO;2023;03;09;ParteI;200;NOMEAR;NOMEAR JOSE ROBERTO GONCALVES DE LIMA NETO para exercer o cargo em comissao de Diretor, simbolo VP-1, da Diretoria Tecnico-Operacional, do Departamento de Transportes Rodoviarios do Estado do Rio de Janeiro - DETRO/RJ, da Secretaria de Estado de Transporte e Mobilidade Urbana, anteriormente ocupado por Georg Zelenka Junior, ID Funcional no 4274713-9. Processo no SEI100005/001874/2023.
DO;2023;03;10;ParteI;61;NOMEAR;NOMEAR ARMANDO UEMA para exercer o cargo em comissao de Coordenador Geral, simbolo VP-3, da Coordenadoria Geral de Educacao para o Transito, do Departamento de Transito do Estado do Rio de Janeiro - DETRAN/RJ, da Secretaria de Estado da Casa Civil, anteriormente ocupado por Christine Coutinho Aguiar de Andrade, ID Funcional n5118980-1. Processo no SEI-150159/001167/2023.
DO;2023;03;13;ParteI;117;NOMEAR;NOMEAR ALDO MUSSI LOPES TEIXEIRA, ID FUNCIONAL No 4270979-2, para exercer, com validade a contar de 08 de marco de 2023, o cargo em comissao de Diretor, simbolo VP-2, da Sala Cecilia Meireles, da Fundacao Anita Mantuano de Artes do Estado do Rio de Janeiro - FUNARJ, da Secretaria de Estado de Cultura e Economia Criativa, anteriormente ocupado por Joao Guilherme Ripper Vianna, ID Funcional no 4189773-0. Processo no SEI-180002/000311/2023.
DO;2023;03;14;ParteI;105;NOMEAR;NOMEAR JOAO GUILHERME RIPPER VIANNA, ID FUNCIONAL No 4189773-0, para exercer com validade a contar de 08 de marco de 2023, o cargo em comissao de Assessor, simbolo VP-3, da Fundacao Anita Mantuano de Artes do Estado do Rio de Janeiro - FUNARJ, da Secretaria de Estado de Cultura e Economia Criativa, anteriormente ocupado por Andressa Lacerda Aquino Silva, ID Funcional n 5093008-7. Processo no SEI-180002/000311/2023.
DO;2023;03;15;ParteI;173;NOMEAR;NOMEAR AQUILINO SENRA, para exercer o cargo em comissao de Diretor, simbolo VP-1, da Diretoria de Tecnologia, da Fundacao Carlos Chagas Filho de Amparo a Pesquisa - FAPERJ, da Secretaria de Estado de Ciencia, Tecnologia e Inovacao - SECTI, em substituicao e completando o mandato conferido a Mauricio de Vasconcellos Guedes Pereira, designado pelo Decreto de 02 de julho de 2021, publicado no D.O. de 05.07.2021.
DO;2023;03;15;ParteI;179;NOMEAR;NOMEAR MARCIO MARTINS ROCHA RAMOS, ID FUNCIONAL No 4455805-8, para exercer o cargo em comissao de Gerente, simbolo VP-3, da Gerencia de Operacoes e Investimentos, da Diretoria de Investimentos, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Nicholas Ribeiro da Costa Cardoso, ID Funcional no 4434581-0. Processo no SEI-040161/002980/2023.
DO;2023;03;15;ParteI;181;NOMEAR;NOMEAR BRUNO LUIS LACERDA DOS SANTOS, ID FUNCIONAL No 4373049-3, Especialista em Previdencia Social, para exercer o cargo em comissao de Gerente, simbolo VP-3, da Gerencia de Administracao, da Diretoria de Administracao e Financas, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Marcio Martins Rocha Ramos, ID Funcional no 4455805-8. Processo no SEI-040161/002979/2023.
DO;2023;03;15;ParteI;200;NOMEAR;NOMEAR ALEX SANDRO MONTEIRO DE MORAES, para exercer, com validade a contar de 13 de marco de 2023, o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia de Administracao, do Centro de Tecnologia de Informacao e Comunicacao do Estado do Rio de Janeiro - PRODERJ, da Secretaria de Estado de Transformacao Digital, anteriormente ocupado por Diego Henrique Ferreira dos Santos, ID Funcional no 5029178-5. Processo no SEI430002/000513/2023.
DO;2023;03;15;ParteI;201;NOMEAR;NOMEAR LUIZ GALHARDO PESSOA, para exercer, com validade a contar de 13 de marco de 2023, o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia de Estrategia, Governanca e Inovacao, do Centro de Tecnologia de Informacao e Comunicacao do Estado do Rio de Janeiro - PRODERJ, da Secretaria de Estado de Transformacao Digital, anteriormente ocupado por Bruno Pereira da Cunha, ID Funcional no 5110634-5. Processo no SEI430002/000513/2023.
DO;2023;03;17;ParteI;249;NOMEAR;NOMEAR CARLA PINHEIRO DE QUEIROS MATTOSO para exercer o cargo em comissao de Gerente, simbolo VP-3, da Gerencia de Apoio Juridico, da Diretoria Juridica, do Fundo Unico de Previdencia Social do Estado do Rio de Janeiro - RIOPREVIDENCIA, da Secretaria de Estado de Fazenda, anteriormente ocupado por Flavio Camara Carreiro, ID Funcional no 4323319-8. Processo no SEI040161/003057/2023.
DO;2023;03;20;ParteI;111;NOMEAR;NOMEAR MARIA THEREZA RIBEIRO FORTES, para exercer o cargo em comissao de Vice-Presidente, simbolo VP-1, da Vice-Presidencia, da Fundacao Teatro Municipal do Rio de Janeiro - FTM/RJ, da Secretaria de Estado de Cultura e Economia Criativa, anteriormente ocupado por Ciro Pereira da Silva, ID Funcional no 2876348-3. Processo no SEI-180005/000245/2023.
